district,quarter,SIGACT,SIG_1,df,idf,suicide,ied_attack,ied_clear,ied_total,district_1,district_2
Basrah,179,55,55,23,10,0,21,0,21,Basrah,Basrah
Basrah,180,41,41,16,5,0,18,0,18,Basrah,Basrah
Basrah,181,37,36,15,2,0,18,0,18,Basrah,Basrah
Basrah,182,39,38,19,1,0,14,0,14,Basrah,Basrah
Basrah,183,31,31,12,0,0,12,0,12,Basrah,Basrah
Basrah,184,96,96,35,0,0,30,0,30,Basrah,Basrah
Basrah,185,151,122,45,3,1,28,0,28,Basrah,Basrah
Basrah,186,255,218,91,5,1,33,4,37,Basrah,Basrah
Basrah,187,509,443,293,5,0,45,2,47,Basrah,Basrah
Basrah,188,487,467,281,0,0,27,2,29,Basrah,Basrah
Basrah,189,415,365,146,11,0,26,5,31,Basrah,Basrah
Basrah,190,285,221,161,30,1,16,3,19,Basrah,Basrah
Basrah,191,138,70,39,2,1,19,3,22,Basrah,Basrah
Basrah,192,253,239,197,14,0,12,4,16,Basrah,Basrah
Basrah,193,91,81,38,11,0,10,11,21,Basrah,Basrah
Basrah,194,49,31,12,0,0,13,5,18,Basrah,Basrah
Basrah,195,32,19,3,0,0,12,4,16,Basrah,Basrah
Basrah,196,15,12,1,0,0,5,5,10,Basrah,Basrah
Chamchamal,176,0,0,0,0,0,0,0,0,Chamchamal,Chamchamal
Chamchamal,177,0,0,0,0,0,0,0,0,Chamchamal,Chamchamal
Chamchamal,178,1,1,0,1,0,0,0,0,Chamchamal,Chamchamal
Chamchamal,179,4,4,1,0,0,2,0,2,Chamchamal,Chamchamal
Chamchamal,180,2,2,0,0,0,2,0,2,Chamchamal,Chamchamal
Chamchamal,181,3,3,0,0,0,3,0,3,Chamchamal,Chamchamal
Chamchamal,182,1,1,0,0,0,1,0,1,Chamchamal,Chamchamal
Chamchamal,183,0,0,0,0,0,0,0,0,Chamchamal,Chamchamal
Chamchamal,184,0,0,0,0,0,0,0,0,Chamchamal,Chamchamal
Chamchamal,185,2,2,1,0,0,1,0,1,Chamchamal,Chamchamal
Chamchamal,186,3,2,1,0,0,1,0,1,Chamchamal,Chamchamal
Chamchamal,187,1,1,0,0,0,1,0,1,Chamchamal,Chamchamal
Chamchamal,188,1,1,0,0,0,0,0,0,Chamchamal,Chamchamal
Chamchamal,189,4,3,0,0,0,3,1,4,Chamchamal,Chamchamal
Chamchamal,190,14,5,3,0,0,6,0,6,Chamchamal,Chamchamal
Chamchamal,191,29,23,3,3,0,14,2,16,Chamchamal,Chamchamal
Chamchamal,192,3,1,1,0,0,0,0,0,Chamchamal,Chamchamal
Chamchamal,193,1,1,0,0,0,0,1,1,Chamchamal,Chamchamal
Chamchamal,194,4,3,1,0,0,1,1,2,Chamchamal,Chamchamal
Chamchamal,195,3,2,0,0,0,0,2,2,Chamchamal,Chamchamal
Chamchamal,196,1,1,0,0,0,0,1,1,Chamchamal,Chamchamal
Choman,176,0,0,0,0,0,0,0,0,Choman,Choman
Choman,177,0,0,0,0,0,0,0,0,Choman,Choman
Choman,178,0,0,0,0,0,0,0,0,Choman,Choman
Choman,179,0,0,0,0,0,0,0,0,Choman,Choman
Choman,180,0,0,0,0,0,0,0,0,Choman,Choman
Choman,181,0,0,0,0,0,0,0,0,Choman,Choman
Choman,182,0,0,0,0,0,0,0,0,Choman,Choman
Choman,183,0,0,0,0,0,0,0,0,Choman,Choman
Choman,184,0,0,0,0,0,0,0,0,Choman,Choman
Choman,185,0,0,0,0,0,0,0,0,Choman,Choman
Choman,186,0,0,0,0,0,0,0,0,Choman,Choman
Choman,187,0,0,0,0,0,0,0,0,Choman,Choman
Choman,188,0,0,0,0,0,0,0,0,Choman,Choman
Choman,189,0,0,0,0,0,0,0,0,Choman,Choman
Choman,190,0,0,0,0,0,0,0,0,Choman,Choman
Choman,191,0,0,0,0,0,0,0,0,Choman,Choman
Choman,192,0,0,0,0,0,0,0,0,Choman,Choman
Choman,193,0,0,0,0,0,0,0,0,Choman,Choman
Choman,194,0,0,0,0,0,0,0,0,Choman,Choman
Choman,195,0,0,0,0,0,0,0,0,Choman,Choman
Choman,196,0,0,0,0,0,0,0,0,Choman,Choman
Dahuk,176,0,0,0,0,0,0,0,0,Dahuk,Dahuk
Dahuk,177,2,2,1,0,0,1,0,1,Dahuk,Dahuk
Dahuk,178,0,0,0,0,0,0,0,0,Dahuk,Dahuk
Dahuk,179,1,1,0,0,0,1,0,1,Dahuk,Dahuk
Dahuk,180,2,2,0,0,0,2,0,2,Dahuk,Dahuk
Dahuk,181,1,1,0,0,0,1,0,1,Dahuk,Dahuk
Dahuk,182,0,0,0,0,0,0,0,0,Dahuk,Dahuk
Dahuk,183,0,0,0,0,0,0,0,0,Dahuk,Dahuk
Dahuk,184,1,1,0,0,0,1,0,1,Dahuk,Dahuk
Dahuk,185,2,2,0,0,0,2,0,2,Dahuk,Dahuk
Dahuk,186,2,2,0,0,0,2,0,2,Dahuk,Dahuk
Dahuk,187,5,4,0,0,1,2,2,4,Dahuk,Dahuk
Dahuk,188,1,1,0,0,0,1,0,1,Dahuk,Dahuk
Dahuk,189,3,3,0,0,0,2,0,2,Dahuk,Dahuk
Dahuk,190,3,3,0,0,0,1,2,3,Dahuk,Dahuk
Dahuk,191,1,1,0,0,0,0,1,1,Dahuk,Dahuk
Dahuk,192,1,1,0,0,0,0,0,0,Dahuk,Dahuk
Dahuk,193,1,1,0,0,0,0,1,1,Dahuk,Dahuk
Dahuk,194,6,6,1,0,0,3,1,4,Dahuk,Dahuk
Dahuk,195,3,2,0,1,0,1,0,1,Dahuk,Dahuk
Dahuk,196,0,0,0,0,0,0,0,0,Dahuk,Dahuk
Daquq,176,1,1,1,0,0,0,0,0,Daquq,Daquq
Daquq,177,3,3,1,1,0,1,0,1,Daquq,Daquq
Daquq,178,4,4,3,0,0,1,0,1,Daquq,Daquq
Daquq,179,8,8,3,0,0,5,0,5,Daquq,Daquq
Daquq,180,11,11,2,0,0,9,0,9,Daquq,Daquq
Daquq,181,15,15,1,1,0,11,0,11,Daquq,Daquq
Daquq,182,13,13,1,0,0,11,0,11,Daquq,Daquq
Daquq,183,11,11,3,0,0,8,0,8,Daquq,Daquq
Daquq,184,27,27,2,0,0,25,0,25,Daquq,Daquq
Daquq,185,6,6,0,0,0,6,0,6,Daquq,Daquq
Daquq,186,14,6,1,0,0,11,1,12,Daquq,Daquq
Daquq,187,12,11,0,1,0,6,4,10,Daquq,Daquq
Daquq,188,12,6,1,0,1,4,1,5,Daquq,Daquq
Daquq,189,41,20,7,0,1,17,5,22,Daquq,Daquq
Daquq,190,25,12,7,0,0,8,3,11,Daquq,Daquq
Daquq,191,25,15,2,3,0,3,7,10,Daquq,Daquq
Daquq,192,17,14,2,0,0,3,8,11,Daquq,Daquq
Daquq,193,20,15,1,0,0,10,4,14,Daquq,Daquq
Daquq,194,31,26,2,0,0,9,13,22,Daquq,Daquq
Daquq,195,19,18,2,0,0,6,10,16,Daquq,Daquq
Daquq,196,8,6,0,0,0,3,1,4,Daquq,Daquq
Darbandihkan,176,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,177,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,178,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,179,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,180,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,181,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,182,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,183,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,184,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,185,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,186,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,187,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,188,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,189,1,1,1,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,190,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,191,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,192,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,193,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,194,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,195,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,196,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Dibis,176,0,0,0,0,0,0,0,0,Dibis,Dibis
Dibis,177,0,0,0,0,0,0,0,0,Dibis,Dibis
Dibis,178,2,2,1,0,0,0,1,1,Dibis,Dibis
Dibis,179,1,1,0,0,0,1,0,1,Dibis,Dibis
Dibis,180,2,2,0,0,0,1,0,1,Dibis,Dibis
Dibis,181,2,2,0,0,0,1,0,1,Dibis,Dibis
Dibis,182,0,0,0,0,0,0,0,0,Dibis,Dibis
Dibis,183,2,2,0,0,0,2,0,2,Dibis,Dibis
Dibis,184,0,0,0,0,0,0,0,0,Dibis,Dibis
Dibis,185,1,1,0,0,0,1,0,1,Dibis,Dibis
Dibis,186,3,2,0,0,0,2,0,2,Dibis,Dibis
Dibis,187,2,2,0,0,0,1,1,2,Dibis,Dibis
Dibis,188,0,0,0,0,0,0,0,0,Dibis,Dibis
Dibis,189,2,2,0,0,0,0,1,1,Dibis,Dibis
Dibis,190,0,0,0,0,0,0,0,0,Dibis,Dibis
Dibis,191,3,3,0,0,0,1,2,3,Dibis,Dibis
Dibis,192,3,2,1,0,0,0,1,1,Dibis,Dibis
Dibis,193,0,0,0,0,0,0,0,0,Dibis,Dibis
Dibis,194,1,1,0,0,0,0,1,1,Dibis,Dibis
Dibis,195,3,3,0,0,0,1,1,2,Dibis,Dibis
Dibis,196,1,0,0,0,0,0,0,0,Dibis,Dibis
Diwaniya,176,2,2,0,0,0,2,0,2,Diwaniya,Diwaniya
Diwaniya,177,40,40,15,18,0,7,0,7,Diwaniya,Diwaniya
Diwaniya,178,4,4,1,1,0,2,0,2,Diwaniya,Diwaniya
Diwaniya,179,3,3,1,2,0,0,0,0,Diwaniya,Diwaniya
Diwaniya,180,11,11,8,0,0,3,0,3,Diwaniya,Diwaniya
Diwaniya,181,4,4,3,0,0,1,0,1,Diwaniya,Diwaniya
Diwaniya,182,13,13,1,0,0,11,0,11,Diwaniya,Diwaniya
Diwaniya,183,10,10,6,0,0,2,0,2,Diwaniya,Diwaniya
Diwaniya,184,8,8,3,0,0,4,0,4,Diwaniya,Diwaniya
Diwaniya,185,18,15,11,0,0,3,0,3,Diwaniya,Diwaniya
Diwaniya,186,104,58,29,1,0,30,1,31,Diwaniya,Diwaniya
Diwaniya,187,83,33,21,0,0,24,4,28,Diwaniya,Diwaniya
Diwaniya,188,118,70,17,2,0,30,12,42,Diwaniya,Diwaniya
Diwaniya,189,275,222,115,7,0,68,23,91,Diwaniya,Diwaniya
Diwaniya,190,148,113,48,7,0,31,4,35,Diwaniya,Diwaniya
Diwaniya,191,58,50,10,30,0,10,0,10,Diwaniya,Diwaniya
Diwaniya,192,12,11,7,0,0,2,2,4,Diwaniya,Diwaniya
Diwaniya,193,19,19,5,7,0,2,5,7,Diwaniya,Diwaniya
Diwaniya,194,16,15,12,0,0,0,1,1,Diwaniya,Diwaniya
Diwaniya,195,9,8,4,0,0,0,4,4,Diwaniya,Diwaniya
Diwaniya,196,4,4,2,0,0,1,1,2,Diwaniya,Diwaniya
Dokan,176,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,177,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,178,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,179,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,180,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,181,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,182,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,183,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,184,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,185,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,186,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,187,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,188,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,189,1,1,0,0,0,1,0,1,Dokan,Dokan
Dokan,190,2,1,1,0,0,1,0,1,Dokan,Dokan
Dokan,191,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,192,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,193,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,194,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,195,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,196,0,0,0,0,0,0,0,0,Dokan,Dokan
Erbil,176,0,0,0,0,0,0,0,0,Erbil,Erbil
Erbil,177,2,2,1,0,0,1,0,1,Erbil,Erbil
Erbil,178,1,1,0,0,0,0,1,1,Erbil,Erbil
Erbil,179,5,5,2,0,0,1,0,1,Erbil,Erbil
Erbil,180,4,4,0,0,0,4,0,4,Erbil,Erbil
Erbil,181,2,2,0,0,1,0,0,0,Erbil,Erbil
Erbil,182,6,6,0,0,0,6,0,6,Erbil,Erbil
Erbil,183,3,3,1,0,0,2,0,2,Erbil,Erbil
Erbil,184,0,0,0,0,0,0,0,0,Erbil,Erbil
Erbil,185,3,1,0,0,0,1,0,1,Erbil,Erbil
Erbil,186,2,2,0,0,0,1,1,2,Erbil,Erbil
Erbil,187,1,0,0,0,0,0,0,0,Erbil,Erbil
Erbil,188,3,1,0,0,0,0,0,0,Erbil,Erbil
Erbil,189,5,2,1,0,1,1,0,1,Erbil,Erbil
Erbil,190,3,1,0,1,0,0,0,0,Erbil,Erbil
Erbil,191,13,11,2,1,0,4,3,7,Erbil,Erbil
Erbil,192,2,0,0,0,0,0,0,0,Erbil,Erbil
Erbil,193,2,2,0,1,0,1,0,1,Erbil,Erbil
Erbil,194,7,6,0,1,0,3,1,4,Erbil,Erbil
Erbil,195,2,2,1,0,0,0,1,1,Erbil,Erbil
Erbil,196,2,2,0,0,0,1,1,2,Erbil,Erbil
Falluja,176,47,47,19,2,0,25,1,26,Falluja,Falluja
Falluja,177,163,163,77,20,0,62,4,66,Falluja,Falluja
Falluja,178,149,149,70,28,0,50,1,51,Falluja,Falluja
Falluja,179,448,448,184,54,0,97,1,98,Falluja,Falluja
Falluja,180,292,292,83,16,0,148,0,148,Falluja,Falluja
Falluja,181,368,367,73,8,0,217,0,217,Falluja,Falluja
Falluja,182,555,555,114,2,0,314,0,314,Falluja,Falluja
Falluja,183,589,589,157,0,0,340,0,340,Falluja,Falluja
Falluja,184,726,726,271,0,0,365,0,365,Falluja,Falluja
Falluja,185,685,665,204,2,1,360,0,360,Falluja,Falluja
Falluja,186,870,845,272,6,1,378,53,431,Falluja,Falluja
Falluja,187,1082,1056,457,8,5,256,180,436,Falluja,Falluja
Falluja,188,1132,1080,446,7,10,224,256,480,Falluja,Falluja
Falluja,189,967,860,365,19,14,184,262,446,Falluja,Falluja
Falluja,190,671,622,196,51,13,125,233,358,Falluja,Falluja
Falluja,191,209,204,58,1,0,31,108,139,Falluja,Falluja
Falluja,192,159,158,35,1,4,33,83,116,Falluja,Falluja
Falluja,193,136,134,18,1,1,46,49,95,Falluja,Falluja
Falluja,194,113,112,24,2,1,39,26,65,Falluja,Falluja
Falluja,195,92,89,22,2,2,39,9,48,Falluja,Falluja
Falluja,196,42,41,8,0,0,13,15,28,Falluja,Falluja
Fao,176,0,0,0,0,0,0,0,0,Fao,Fao
Fao,177,1,1,0,1,0,0,0,0,Fao,Fao
Fao,178,0,0,0,0,0,0,0,0,Fao,Fao
Fao,179,0,0,0,0,0,0,0,0,Fao,Fao
Fao,180,1,1,1,0,0,0,0,0,Fao,Fao
Fao,181,0,0,0,0,0,0,0,0,Fao,Fao
Fao,182,0,0,0,0,0,0,0,0,Fao,Fao
Fao,183,0,0,0,0,0,0,0,0,Fao,Fao
Fao,184,2,1,0,0,0,1,0,1,Fao,Fao
Fao,185,0,0,0,0,0,0,0,0,Fao,Fao
Fao,186,1,0,0,0,0,1,0,1,Fao,Fao
Fao,187,1,1,1,0,0,0,0,0,Fao,Fao
Fao,188,1,0,0,0,0,0,0,0,Fao,Fao
Fao,189,0,0,0,0,0,0,0,0,Fao,Fao
Fao,190,0,0,0,0,0,0,0,0,Fao,Fao
Fao,191,1,0,0,0,0,0,0,0,Fao,Fao
Fao,192,1,1,1,0,0,0,0,0,Fao,Fao
Fao,193,0,0,0,0,0,0,0,0,Fao,Fao
Fao,194,0,0,0,0,0,0,0,0,Fao,Fao
Fao,195,0,0,0,0,0,0,0,0,Fao,Fao
Fao,196,0,0,0,0,0,0,0,0,Fao,Fao
Haditha,176,4,4,0,0,0,4,0,4,Haditha,Haditha
Haditha,177,27,27,3,1,0,23,0,23,Haditha,Haditha
Haditha,178,21,21,5,4,0,12,0,12,Haditha,Haditha
Haditha,179,46,46,6,2,0,37,0,37,Haditha,Haditha
Haditha,180,62,62,6,1,0,39,0,39,Haditha,Haditha
Haditha,181,126,126,15,5,0,58,0,58,Haditha,Haditha
Haditha,182,125,125,18,0,0,48,0,48,Haditha,Haditha
Haditha,183,154,154,14,0,0,127,0,127,Haditha,Haditha
Haditha,184,83,83,8,0,0,68,0,68,Haditha,Haditha
Haditha,185,145,143,24,1,0,98,0,98,Haditha,Haditha
Haditha,186,399,392,190,5,0,118,22,140,Haditha,Haditha
Haditha,187,452,450,231,6,3,117,60,177,Haditha,Haditha
Haditha,188,223,211,65,0,7,64,60,124,Haditha,Haditha
Haditha,189,154,141,33,0,0,60,50,110,Haditha,Haditha
Haditha,190,106,95,22,0,1,39,36,75,Haditha,Haditha
Haditha,191,57,57,5,0,0,6,42,48,Haditha,Haditha
Haditha,192,27,27,5,0,0,3,18,21,Haditha,Haditha
Haditha,193,17,16,2,0,0,3,8,11,Haditha,Haditha
Haditha,194,5,4,0,0,0,1,1,2,Haditha,Haditha
Haditha,195,4,4,2,0,0,1,0,1,Haditha,Haditha
Haditha,196,1,1,1,0,0,0,0,0,Haditha,Haditha
Halabja,176,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,177,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,178,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,179,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,180,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,181,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,182,1,1,0,0,0,1,0,1,Halabja,Halabja
Halabja,183,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,184,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,185,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,186,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,187,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,188,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,189,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,190,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,191,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,192,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,193,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,194,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,195,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,196,0,0,0,0,0,0,0,0,Halabja,Halabja
Hamza,176,0,0,0,0,0,0,0,0,Hamza,Hamza
Hamza,177,1,1,1,0,0,0,0,0,Hamza,Hamza
Hamza,178,0,0,0,0,0,0,0,0,Hamza,Hamza
Hamza,179,0,0,0,0,0,0,0,0,Hamza,Hamza
Hamza,180,1,1,1,0,0,0,0,0,Hamza,Hamza
Hamza,181,0,0,0,0,0,0,0,0,Hamza,Hamza
Hamza,182,0,0,0,0,0,0,0,0,Hamza,Hamza
Hamza,183,0,0,0,0,0,0,0,0,Hamza,Hamza
Hamza,184,0,0,0,0,0,0,0,0,Hamza,Hamza
Hamza,185,0,0,0,0,0,0,0,0,Hamza,Hamza
Hamza,186,1,0,0,0,0,0,0,0,Hamza,Hamza
Hamza,187,11,4,3,0,0,1,1,2,Hamza,Hamza
Hamza,188,4,2,1,0,0,1,0,1,Hamza,Hamza
Hamza,189,7,4,1,0,0,3,1,4,Hamza,Hamza
Hamza,190,5,0,1,0,0,0,0,0,Hamza,Hamza
Hamza,191,1,1,0,0,0,0,0,0,Hamza,Hamza
Hamza,192,2,1,2,0,0,0,0,0,Hamza,Hamza
Hamza,193,1,1,1,0,0,0,0,0,Hamza,Hamza
Hamza,194,0,0,0,0,0,0,0,0,Hamza,Hamza
Hamza,195,0,0,0,0,0,0,0,0,Hamza,Hamza
Hamza,196,2,1,0,0,0,0,1,1,Hamza,Hamza
Hashimiya,176,0,0,0,0,0,0,0,0,Hashimiya,Hashimiya
Hashimiya,177,5,5,0,1,0,2,2,4,Hashimiya,Hashimiya
Hashimiya,178,3,3,1,1,0,1,0,1,Hashimiya,Hashimiya
Hashimiya,179,2,2,0,1,0,1,0,1,Hashimiya,Hashimiya
Hashimiya,180,2,2,1,0,0,1,0,1,Hashimiya,Hashimiya
Hashimiya,181,5,5,3,0,0,2,0,2,Hashimiya,Hashimiya
Hashimiya,182,8,8,1,0,0,5,0,5,Hashimiya,Hashimiya
Hashimiya,183,3,3,2,0,0,1,0,1,Hashimiya,Hashimiya
Hashimiya,184,8,8,4,0,0,3,0,3,Hashimiya,Hashimiya
Hashimiya,185,7,7,1,0,0,5,0,5,Hashimiya,Hashimiya
Hashimiya,186,27,22,9,0,0,11,0,11,Hashimiya,Hashimiya
Hashimiya,187,21,18,5,0,0,6,1,7,Hashimiya,Hashimiya
Hashimiya,188,13,12,2,0,0,2,0,2,Hashimiya,Hashimiya
Hashimiya,189,23,17,9,0,0,9,2,11,Hashimiya,Hashimiya
Hashimiya,190,13,10,4,2,0,4,1,5,Hashimiya,Hashimiya
Hashimiya,191,8,8,2,2,0,1,3,4,Hashimiya,Hashimiya
Hashimiya,192,11,11,7,0,0,2,1,3,Hashimiya,Hashimiya
Hashimiya,193,4,4,3,0,0,1,0,1,Hashimiya,Hashimiya
Hashimiya,194,2,2,1,0,0,1,0,1,Hashimiya,Hashimiya
Hashimiya,195,2,2,0,1,0,1,0,1,Hashimiya,Hashimiya
Hashimiya,196,2,2,0,0,0,0,2,2,Hashimiya,Hashimiya
Hatra,176,2,2,1,1,0,0,0,0,Hatra,Hatra
Hatra,177,0,0,0,0,0,0,0,0,Hatra,Hatra
Hatra,178,0,0,0,0,0,0,0,0,Hatra,Hatra
Hatra,179,11,11,2,0,0,9,0,9,Hatra,Hatra
Hatra,180,5,5,3,0,0,1,0,1,Hatra,Hatra
Hatra,181,1,1,1,0,0,0,0,0,Hatra,Hatra
Hatra,182,5,5,0,0,0,5,0,5,Hatra,Hatra
Hatra,183,7,7,4,0,0,3,0,3,Hatra,Hatra
Hatra,184,0,0,0,0,0,0,0,0,Hatra,Hatra
Hatra,185,8,6,4,0,0,4,0,4,Hatra,Hatra
Hatra,186,5,5,3,0,0,0,1,1,Hatra,Hatra
Hatra,187,16,12,3,0,0,6,2,8,Hatra,Hatra
Hatra,188,18,17,2,2,0,7,6,13,Hatra,Hatra
Hatra,189,30,27,2,0,2,15,9,24,Hatra,Hatra
Hatra,190,19,19,1,0,0,13,5,18,Hatra,Hatra
Hatra,191,12,12,1,0,1,4,6,10,Hatra,Hatra
Hatra,192,8,8,2,0,0,3,2,5,Hatra,Hatra
Hatra,193,8,8,3,0,0,2,2,4,Hatra,Hatra
Hatra,194,2,2,0,0,0,1,1,2,Hatra,Hatra
Hatra,195,11,11,2,0,1,4,4,8,Hatra,Hatra
Hatra,196,2,1,0,0,0,0,1,1,Hatra,Hatra
Heet,176,11,11,5,0,0,6,0,6,Heet,Heet
Heet,177,47,47,9,6,0,32,0,32,Heet,Heet
Heet,178,29,29,7,11,0,11,0,11,Heet,Heet
Heet,179,47,47,8,1,0,28,1,29,Heet,Heet
Heet,180,98,98,22,13,0,40,0,40,Heet,Heet
Heet,181,100,100,10,1,0,29,0,29,Heet,Heet
Heet,182,144,144,26,2,0,66,0,66,Heet,Heet
Heet,183,148,148,28,0,0,76,0,76,Heet,Heet
Heet,184,200,200,34,0,0,146,0,146,Heet,Heet
Heet,185,279,271,60,3,0,179,0,179,Heet,Heet
Heet,186,416,408,102,8,0,188,35,223,Heet,Heet
Heet,187,454,452,125,4,1,132,117,249,Heet,Heet
Heet,188,242,234,85,1,3,52,78,130,Heet,Heet
Heet,189,67,53,10,0,2,15,36,51,Heet,Heet
Heet,190,67,62,12,0,0,22,33,55,Heet,Heet
Heet,191,78,76,7,0,0,26,37,63,Heet,Heet
Heet,192,39,39,10,0,0,10,16,26,Heet,Heet
Heet,193,35,34,7,0,1,8,12,20,Heet,Heet
Heet,194,29,28,7,0,2,11,5,16,Heet,Heet
Heet,195,23,22,1,1,1,7,7,14,Heet,Heet
Heet,196,10,10,0,0,0,6,3,9,Heet,Heet
Hilla,176,0,0,0,0,0,0,0,0,Hilla,Hilla
Hilla,177,4,4,3,0,0,0,1,1,Hilla,Hilla
Hilla,178,1,1,1,0,0,0,0,0,Hilla,Hilla
Hilla,179,1,1,1,0,0,0,0,0,Hilla,Hilla
Hilla,180,1,1,0,0,0,1,0,1,Hilla,Hilla
Hilla,181,0,0,0,0,0,0,0,0,Hilla,Hilla
Hilla,182,0,0,0,0,0,0,0,0,Hilla,Hilla
Hilla,183,4,4,2,0,0,2,0,2,Hilla,Hilla
Hilla,184,0,0,0,0,0,0,0,0,Hilla,Hilla
Hilla,185,6,5,1,0,0,5,0,5,Hilla,Hilla
Hilla,186,20,16,0,0,0,16,0,16,Hilla,Hilla
Hilla,187,11,2,1,0,0,3,0,3,Hilla,Hilla
Hilla,188,5,1,0,0,0,1,0,1,Hilla,Hilla
Hilla,189,7,2,1,0,1,0,1,1,Hilla,Hilla
Hilla,190,1,1,1,0,0,0,0,0,Hilla,Hilla
Hilla,191,1,1,0,0,0,1,0,1,Hilla,Hilla
Hilla,192,1,1,0,0,0,1,0,1,Hilla,Hilla
Hilla,193,2,2,0,0,0,2,0,2,Hilla,Hilla
Hilla,194,3,3,0,0,0,2,1,3,Hilla,Hilla
Hilla,195,2,0,0,0,0,0,0,0,Hilla,Hilla
Hilla,196,1,1,0,0,0,0,1,1,Hilla,Hilla
Kalar,176,0,0,0,0,0,0,0,0,Kalar,Kalar
Kalar,177,0,0,0,0,0,0,0,0,Kalar,Kalar
Kalar,178,0,0,0,0,0,0,0,0,Kalar,Kalar
Kalar,179,0,0,0,0,0,0,0,0,Kalar,Kalar
Kalar,180,0,0,0,0,0,0,0,0,Kalar,Kalar
Kalar,181,0,0,0,0,0,0,0,0,Kalar,Kalar
Kalar,182,0,0,0,0,0,0,0,0,Kalar,Kalar
Kalar,183,0,0,0,0,0,0,0,0,Kalar,Kalar
Kalar,184,1,1,0,0,0,1,0,1,Kalar,Kalar
Kalar,185,0,0,0,0,0,0,0,0,Kalar,Kalar
Kalar,186,0,0,0,0,0,0,0,0,Kalar,Kalar
Kalar,187,0,0,0,0,0,0,0,0,Kalar,Kalar
Kalar,188,1,1,1,0,0,0,0,0,Kalar,Kalar
