district,quarter,SIGACT,SIG_1,df,idf,suicide,ied_attack,ied_clear,ied_total,district_1,district_2
Pshdar,196,0,0,0,0,0,0,0,0,Pshdar,Pshdar
Qal'at Saleh,176,0,0,0,0,0,0,0,0,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,177,3,3,1,0,0,2,0,2,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,178,3,3,2,0,0,1,0,1,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,179,2,2,0,0,0,2,0,2,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,180,1,1,0,0,0,1,0,1,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,181,0,0,0,0,0,0,0,0,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,182,0,0,0,0,0,0,0,0,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,183,0,0,0,0,0,0,0,0,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,184,0,0,0,0,0,0,0,0,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,185,0,0,0,0,0,0,0,0,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,186,1,1,0,0,0,1,0,1,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,187,1,1,1,0,0,0,0,0,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,188,1,1,0,0,0,1,0,1,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,189,0,0,0,0,0,0,0,0,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,190,0,0,0,0,0,0,0,0,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,191,0,0,0,0,0,0,0,0,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,192,0,0,0,0,0,0,0,0,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,193,1,1,0,0,0,1,0,1,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,194,1,1,0,0,0,1,0,1,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,195,5,5,1,0,0,1,2,3,Qal'at Saleh,Qal'at Saleh
Qal'at Saleh,196,2,2,0,0,0,1,1,2,Qal'at Saleh,Qal'at Saleh
Ramadi,176,88,88,24,2,1,61,0,61,Ramadi,Ramadi
Ramadi,177,182,182,69,7,0,105,1,106,Ramadi,Ramadi
Ramadi,178,213,213,117,22,0,73,1,74,Ramadi,Ramadi
Ramadi,179,384,384,129,29,0,168,0,168,Ramadi,Ramadi
Ramadi,180,433,433,119,19,0,199,0,199,Ramadi,Ramadi
Ramadi,181,584,584,134,12,0,321,0,321,Ramadi,Ramadi
Ramadi,182,954,952,249,4,0,496,0,496,Ramadi,Ramadi
Ramadi,183,947,947,293,0,0,440,0,440,Ramadi,Ramadi
Ramadi,184,1133,1133,452,0,1,510,0,510,Ramadi,Ramadi
Ramadi,185,1768,1742,665,7,0,742,0,742,Ramadi,Ramadi
Ramadi,186,2148,2111,740,21,2,885,129,1014,Ramadi,Ramadi
Ramadi,187,1856,1831,908,15,21,353,287,640,Ramadi,Ramadi
Ramadi,188,1781,1695,841,11,19,271,486,757,Ramadi,Ramadi
Ramadi,189,554,445,152,3,21,60,275,335,Ramadi,Ramadi
Ramadi,190,153,142,66,0,5,31,43,74,Ramadi,Ramadi
Ramadi,191,113,107,27,0,0,14,65,79,Ramadi,Ramadi
Ramadi,192,60,60,19,0,1,11,27,38,Ramadi,Ramadi
Ramadi,193,54,50,15,0,4,7,15,22,Ramadi,Ramadi
Ramadi,194,51,51,16,0,0,11,16,27,Ramadi,Ramadi
Ramadi,195,37,37,8,0,0,10,11,21,Ramadi,Ramadi
Ramadi,196,16,13,4,0,0,2,6,8,Ramadi,Ramadi
Rania,176,0,0,0,0,0,0,0,0,Rania,Rania
Rania,177,0,0,0,0,0,0,0,0,Rania,Rania
Rania,178,0,0,0,0,0,0,0,0,Rania,Rania
Rania,179,0,0,0,0,0,0,0,0,Rania,Rania
Rania,180,0,0,0,0,0,0,0,0,Rania,Rania
Rania,181,0,0,0,0,0,0,0,0,Rania,Rania
Rania,182,0,0,0,0,0,0,0,0,Rania,Rania
Rania,183,0,0,0,0,0,0,0,0,Rania,Rania
Rania,184,0,0,0,0,0,0,0,0,Rania,Rania
Rania,185,0,0,0,0,0,0,0,0,Rania,Rania
Rania,186,0,0,0,0,0,0,0,0,Rania,Rania
Rania,187,0,0,0,0,0,0,0,0,Rania,Rania
Rania,188,0,0,0,0,0,0,0,0,Rania,Rania
Rania,189,0,0,0,0,0,0,0,0,Rania,Rania
Rania,190,1,1,0,1,0,0,0,0,Rania,Rania
Rania,191,0,0,0,0,0,0,0,0,Rania,Rania
Rania,192,1,1,0,0,0,1,0,1,Rania,Rania
Rania,193,0,0,0,0,0,0,0,0,Rania,Rania
Rania,194,0,0,0,0,0,0,0,0,Rania,Rania
Rania,195,0,0,0,0,0,0,0,0,Rania,Rania
Rania,196,0,0,0,0,0,0,0,0,Rania,Rania
Samarra,176,9,9,2,2,0,5,0,5,Samarra,Samarra
Samarra,177,50,50,22,2,0,25,1,26,Samarra,Samarra
Samarra,178,40,40,13,9,0,18,0,18,Samarra,Samarra
Samarra,179,42,42,11,2,0,26,0,26,Samarra,Samarra
Samarra,180,57,57,12,1,0,40,0,40,Samarra,Samarra
Samarra,181,41,41,9,0,0,29,0,29,Samarra,Samarra
Samarra,182,82,82,18,0,0,51,0,51,Samarra,Samarra
Samarra,183,44,44,10,0,0,26,0,26,Samarra,Samarra
Samarra,184,45,45,9,0,0,25,0,25,Samarra,Samarra
Samarra,185,50,49,5,0,0,41,0,41,Samarra,Samarra
Samarra,186,102,94,9,0,0,69,12,81,Samarra,Samarra
Samarra,187,137,130,20,0,1,58,30,88,Samarra,Samarra
Samarra,188,120,106,6,0,0,53,22,75,Samarra,Samarra
Samarra,189,134,127,7,0,0,75,19,94,Samarra,Samarra
Samarra,190,102,98,11,1,0,62,22,84,Samarra,Samarra
Samarra,191,60,59,6,1,0,29,20,49,Samarra,Samarra
Samarra,192,56,55,13,1,1,25,14,39,Samarra,Samarra
Samarra,193,48,47,4,0,0,11,30,41,Samarra,Samarra
Samarra,194,38,37,6,0,0,11,18,29,Samarra,Samarra
Samarra,195,18,18,1,0,0,5,7,12,Samarra,Samarra
Samarra,196,11,11,3,0,0,3,3,6,Samarra,Samarra
Shaqlawa,176,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,177,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,178,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,179,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,180,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,181,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,182,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,183,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,184,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,185,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,186,1,1,0,0,0,1,0,1,Shaqlawa,Shaqlawa
Shaqlawa,187,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,188,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,189,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,190,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,191,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,192,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,193,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,194,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,195,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Shaqlawa,196,0,0,0,0,0,0,0,0,Shaqlawa,Shaqlawa
Sharbazher,176,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,177,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,178,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,179,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,180,1,1,1,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,181,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,182,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,183,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,184,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,185,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,186,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,187,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,188,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,189,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,190,1,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,191,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,192,1,1,1,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,193,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,194,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,195,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Sharbazher,196,0,0,0,0,0,0,0,0,Sharbazher,Sharbazher
Shatt Al-Arab,176,0,0,0,0,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,177,8,8,2,1,0,3,2,5,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,178,2,2,2,0,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,179,1,1,1,0,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,180,0,0,0,0,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,181,1,1,1,0,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,182,2,2,2,0,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,183,2,2,1,0,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,184,5,5,2,0,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,185,7,6,2,0,0,2,0,2,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,186,12,9,5,0,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,187,13,9,4,0,0,1,1,2,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,188,3,3,0,1,0,2,0,2,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,189,4,3,2,0,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,190,7,0,1,2,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,191,4,1,1,0,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,192,1,0,0,0,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,193,5,4,1,2,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,194,3,2,2,0,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,195,0,0,0,0,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Shatt Al-Arab,196,0,0,0,0,0,0,0,0,Shatt Al-Arab,Shatt Al-Arab
Sinjar,176,2,2,1,1,0,0,0,0,Sinjar,Sinjar
Sinjar,177,7,7,1,0,0,4,2,6,Sinjar,Sinjar
Sinjar,178,5,5,1,0,0,4,0,4,Sinjar,Sinjar
Sinjar,179,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,180,8,8,4,0,0,3,0,3,Sinjar,Sinjar
Sinjar,181,7,7,0,0,0,7,0,7,Sinjar,Sinjar
Sinjar,182,16,16,6,0,0,10,0,10,Sinjar,Sinjar
Sinjar,183,12,12,4,0,0,8,0,8,Sinjar,Sinjar
Sinjar,184,4,4,1,0,0,3,0,3,Sinjar,Sinjar
Sinjar,185,16,7,3,0,0,6,0,6,Sinjar,Sinjar
Sinjar,186,25,20,4,0,1,17,0,17,Sinjar,Sinjar
Sinjar,187,13,7,3,0,1,3,3,6,Sinjar,Sinjar
Sinjar,188,30,22,6,0,0,9,10,19,Sinjar,Sinjar
Sinjar,189,30,17,4,1,0,15,3,18,Sinjar,Sinjar
Sinjar,190,20,13,3,1,1,10,5,15,Sinjar,Sinjar
Sinjar,191,27,20,7,0,1,8,4,12,Sinjar,Sinjar
Sinjar,192,17,16,1,0,0,4,10,14,Sinjar,Sinjar
Sinjar,193,14,13,4,0,1,4,3,7,Sinjar,Sinjar
Sinjar,194,7,6,3,0,1,1,1,2,Sinjar,Sinjar
Sinjar,195,7,6,1,0,0,3,1,4,Sinjar,Sinjar
Sinjar,196,2,1,0,0,0,1,0,1,Sinjar,Sinjar
Soran,176,0,0,0,0,0,0,0,0,Soran,Soran
Soran,177,0,0,0,0,0,0,0,0,Soran,Soran
Soran,178,1,1,0,0,0,1,0,1,Soran,Soran
Soran,179,1,1,1,0,0,0,0,0,Soran,Soran
Soran,180,0,0,0,0,0,0,0,0,Soran,Soran
Soran,181,0,0,0,0,0,0,0,0,Soran,Soran
Soran,182,0,0,0,0,0,0,0,0,Soran,Soran
Soran,183,0,0,0,0,0,0,0,0,Soran,Soran
Soran,184,0,0,0,0,0,0,0,0,Soran,Soran
Soran,185,0,0,0,0,0,0,0,0,Soran,Soran
Soran,186,0,0,0,0,0,0,0,0,Soran,Soran
Soran,187,0,0,0,0,0,0,0,0,Soran,Soran
Soran,188,0,0,0,0,0,0,0,0,Soran,Soran
Soran,189,0,0,0,0,0,0,0,0,Soran,Soran
Soran,190,0,0,0,0,0,0,0,0,Soran,Soran
Soran,191,0,0,0,0,0,0,0,0,Soran,Soran
Soran,192,0,0,0,0,0,0,0,0,Soran,Soran
Soran,193,0,0,0,0,0,0,0,0,Soran,Soran
Soran,194,0,0,0,0,0,0,0,0,Soran,Soran
Soran,195,0,0,0,0,0,0,0,0,Soran,Soran
Soran,196,0,0,0,0,0,0,0,0,Soran,Soran
Sulaymaniya,176,0,0,0,0,0,0,0,0,Sulaymaniya,Sulaymaniya
Sulaymaniya,177,0,0,0,0,0,0,0,0,Sulaymaniya,Sulaymaniya
Sulaymaniya,178,0,0,0,0,0,0,0,0,Sulaymaniya,Sulaymaniya
Sulaymaniya,179,1,1,0,0,0,1,0,1,Sulaymaniya,Sulaymaniya
Sulaymaniya,180,1,1,0,0,0,1,0,1,Sulaymaniya,Sulaymaniya
Sulaymaniya,181,1,1,0,0,0,1,0,1,Sulaymaniya,Sulaymaniya
Sulaymaniya,182,0,0,0,0,0,0,0,0,Sulaymaniya,Sulaymaniya
Sulaymaniya,183,1,1,0,0,0,1,0,1,Sulaymaniya,Sulaymaniya
Sulaymaniya,184,1,1,1,0,0,0,0,0,Sulaymaniya,Sulaymaniya
Sulaymaniya,185,0,0,0,0,0,0,0,0,Sulaymaniya,Sulaymaniya
Sulaymaniya,186,0,0,0,0,0,0,0,0,Sulaymaniya,Sulaymaniya
Sulaymaniya,187,0,0,0,0,0,0,0,0,Sulaymaniya,Sulaymaniya
Sulaymaniya,188,1,0,0,0,0,0,0,0,Sulaymaniya,Sulaymaniya
Sulaymaniya,189,1,1,0,0,0,1,0,1,Sulaymaniya,Sulaymaniya
Sulaymaniya,190,0,0,0,0,0,0,0,0,Sulaymaniya,Sulaymaniya
Sulaymaniya,191,1,1,0,0,0,0,0,0,Sulaymaniya,Sulaymaniya
Sulaymaniya,192,1,1,0,0,0,1,0,1,Sulaymaniya,Sulaymaniya
Sulaymaniya,193,0,0,0,0,0,0,0,0,Sulaymaniya,Sulaymaniya
Sulaymaniya,194,1,1,0,0,0,1,0,1,Sulaymaniya,Sulaymaniya
Sulaymaniya,195,0,0,0,0,0,0,0,0,Sulaymaniya,Sulaymaniya
Sulaymaniya,196,0,0,0,0,0,0,0,0,Sulaymaniya,Sulaymaniya
Sumel,176,0,0,0,0,0,0,0,0,Sumel,Sumel
Sumel,177,1,1,0,0,0,0,1,1,Sumel,Sumel
Sumel,178,0,0,0,0,0,0,0,0,Sumel,Sumel
Sumel,179,1,1,0,0,0,1,0,1,Sumel,Sumel
Sumel,180,0,0,0,0,0,0,0,0,Sumel,Sumel
Sumel,181,0,0,0,0,0,0,0,0,Sumel,Sumel
Sumel,182,2,2,2,0,0,0,0,0,Sumel,Sumel
Sumel,183,0,0,0,0,0,0,0,0,Sumel,Sumel
Sumel,184,0,0,0,0,0,0,0,0,Sumel,Sumel
Sumel,185,0,0,0,0,0,0,0,0,Sumel,Sumel
Sumel,186,1,1,0,0,0,0,0,0,Sumel,Sumel
Sumel,187,2,2,0,0,0,1,1,2,Sumel,Sumel
Sumel,188,0,0,0,0,0,0,0,0,Sumel,Sumel
Sumel,189,0,0,0,0,0,0,0,0,Sumel,Sumel
Sumel,190,2,2,1,0,0,0,0,0,Sumel,Sumel
Sumel,191,1,1,1,0,0,0,0,0,Sumel,Sumel
Sumel,192,1,1,0,0,0,1,0,1,Sumel,Sumel
Sumel,193,0,0,0,0,0,0,0,0,Sumel,Sumel
Sumel,194,1,0,0,0,0,0,0,0,Sumel,Sumel
Sumel,195,0,0,0,0,0,0,0,0,Sumel,Sumel
Sumel,196,0,0,0,0,0,0,0,0,Sumel,Sumel
Suq Al-Shoyokh,176,1,1,1,0,0,0,0,0,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,177,10,10,10,0,0,0,0,0,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,178,5,5,2,2,0,1,0,1,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,179,4,4,2,0,0,1,0,1,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,180,2,2,1,0,0,1,0,1,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,181,2,2,2,0,0,0,0,0,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,182,1,1,1,0,0,0,0,0,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,183,3,3,0,0,0,1,0,1,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,184,2,2,1,0,0,1,0,1,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,185,6,4,1,0,0,3,0,3,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,186,12,10,1,0,0,8,0,8,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,187,5,5,2,0,0,3,0,3,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,188,12,12,2,0,0,9,0,9,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,189,12,12,1,0,0,6,2,8,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,190,13,8,2,3,0,5,2,7,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,191,15,15,1,0,0,11,2,13,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,192,5,5,0,2,0,0,2,2,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,193,9,9,4,2,0,1,2,3,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,194,2,2,0,1,0,0,1,1,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,195,1,1,0,0,0,1,0,1,Suq Al-Shoyokh,Suq Al-Shoyokh
Suq Al-Shoyokh,196,1,1,0,0,0,0,1,1,Suq Al-Shoyokh,Suq Al-Shoyokh
Tarmia,176,19,19,4,0,0,15,0,15,Tarmia,Tarmia
Tarmia,177,49,49,15,6,0,28,0,28,Tarmia,Tarmia
Tarmia,178,61,61,18,2,0,39,2,41,Tarmia,Tarmia
Tarmia,179,179,179,55,11,0,110,0,110,Tarmia,Tarmia
Tarmia,180,123,123,15,6,0,100,0,100,Tarmia,Tarmia
Tarmia,181,168,168,25,2,0,140,0,140,Tarmia,Tarmia
Tarmia,182,264,264,52,1,0,202,0,202,Tarmia,Tarmia
Tarmia,183,193,193,53,2,0,129,0,129,Tarmia,Tarmia
Tarmia,184,320,320,55,1,0,243,0,243,Tarmia,Tarmia
Tarmia,185,453,431,136,2,0,249,0,249,Tarmia,Tarmia
Tarmia,186,718,670,198,6,0,363,86,449,Tarmia,Tarmia
Tarmia,187,697,667,163,4,0,249,215,464,Tarmia,Tarmia
Tarmia,188,808,780,258,12,1,252,195,447,Tarmia,Tarmia
Tarmia,189,650,634,217,10,2,191,146,337,Tarmia,Tarmia
Tarmia,190,392,382,115,15,0,128,114,242,Tarmia,Tarmia
Tarmia,191,143,143,49,8,0,35,44,79,Tarmia,Tarmia
Tarmia,192,78,77,38,1,0,16,21,37,Tarmia,Tarmia
Tarmia,193,64,63,17,3,1,20,19,39,Tarmia,Tarmia
Tarmia,194,69,69,5,3,1,31,24,55,Tarmia,Tarmia
Tarmia,195,63,63,2,1,2,25,30,55,Tarmia,Tarmia
Tarmia,196,24,24,0,2,0,11,7,18,Tarmia,Tarmia
Telafar,176,9,9,3,1,0,5,0,5,Telafar,Telafar
Telafar,177,49,49,18,5,0,26,0,26,Telafar,Telafar
Telafar,178,65,65,30,2,0,33,0,33,Telafar,Telafar
Telafar,179,81,81,28,1,0,35,0,35,Telafar,Telafar
Telafar,180,190,190,78,0,0,78,0,78,Telafar,Telafar
Telafar,181,258,258,112,2,0,113,0,113,Telafar,Telafar
Telafar,182,247,247,128,1,2,97,0,97,Telafar,Telafar
Telafar,183,147,147,48,0,1,86,0,86,Telafar,Telafar
Telafar,184,129,129,35,0,2,60,0,60,Telafar,Telafar
Telafar,185,129,100,20,1,0,68,0,68,Telafar,Telafar
Telafar,186,100,86,11,1,3,44,4,48,Telafar,Telafar
Telafar,187,120,97,17,0,9,43,31,74,Telafar,Telafar
Telafar,188,127,96,16,0,6,40,34,74,Telafar,Telafar
Telafar,189,108,91,14,0,1,46,29,75,Telafar,Telafar
Telafar,190,91,71,21,3,5,38,23,61,Telafar,Telafar
Telafar,191,84,80,18,3,0,34,24,58,Telafar,Telafar
Telafar,192,76,73,13,1,3,29,26,55,Telafar,Telafar
Telafar,193,49,48,5,0,1,19,22,41,Telafar,Telafar
Telafar,194,46,41,3,0,2,23,13,36,Telafar,Telafar
Telafar,195,26,21,0,0,3,14,3,17,Telafar,Telafar
Telafar,196,5,5,1,0,0,2,2,4,Telafar,Telafar
Tikrit,176,30,30,15,3,0,12,0,12,Tikrit,Tikrit
Tikrit,177,82,82,41,14,0,26,1,27,Tikrit,Tikrit
Tikrit,178,76,76,35,9,0,31,1,32,Tikrit,Tikrit
Tikrit,179,147,147,51,18,0,48,0,48,Tikrit,Tikrit
Tikrit,180,129,129,35,6,0,64,0,64,Tikrit,Tikrit
Tikrit,181,122,122,30,3,0,70,0,70,Tikrit,Tikrit
Tikrit,182,227,227,45,3,0,114,0,114,Tikrit,Tikrit
Tikrit,183,175,175,19,1,0,126,0,126,Tikrit,Tikrit
Tikrit,184,203,203,35,0,0,152,0,152,Tikrit,Tikrit
Tikrit,185,226,200,32,1,1,173,0,173,Tikrit,Tikrit
Tikrit,186,244,219,26,2,0,164,23,187,Tikrit,Tikrit
Tikrit,187,413,375,58,0,2,184,110,294,Tikrit,Tikrit
Tikrit,188,464,406,62,1,2,201,115,316,Tikrit,Tikrit
Tikrit,189,443,397,53,1,2,203,130,333,Tikrit,Tikrit
Tikrit,190,449,413,70,4,2,227,117,344,Tikrit,Tikrit
Tikrit,191,296,294,44,3,2,129,108,237,Tikrit,Tikrit
Tikrit,192,215,212,49,1,2,96,59,155,Tikrit,Tikrit
Tikrit,193,152,145,43,0,0,51,40,91,Tikrit,Tikrit
Tikrit,194,123,120,19,2,0,57,38,95,Tikrit,Tikrit
Tikrit,195,94,89,9,0,0,28,47,75,Tikrit,Tikrit
Tikrit,196,59,59,7,0,0,28,19,47,Tikrit,Tikrit
Tilkaif,176,2,2,2,0,0,0,0,0,Tilkaif,Tilkaif
Tilkaif,177,21,21,6,0,0,13,2,15,Tilkaif,Tilkaif
Tilkaif,178,11,11,1,1,0,9,0,9,Tilkaif,Tilkaif
Tilkaif,179,12,12,6,0,0,5,0,5,Tilkaif,Tilkaif
Tilkaif,180,14,14,7,0,0,7,0,7,Tilkaif,Tilkaif
Tilkaif,181,18,18,4,0,0,14,0,14,Tilkaif,Tilkaif
Tilkaif,182,13,13,6,0,0,7,0,7,Tilkaif,Tilkaif
Tilkaif,183,8,8,1,0,0,7,0,7,Tilkaif,Tilkaif
Tilkaif,184,7,7,3,0,0,4,0,4,Tilkaif,Tilkaif
Tilkaif,185,19,18,2,0,0,13,0,13,Tilkaif,Tilkaif
Tilkaif,186,21,17,1,0,0,18,0,18,Tilkaif,Tilkaif
Tilkaif,187,38,34,4,0,1,22,8,30,Tilkaif,Tilkaif
Tilkaif,188,48,47,1,0,0,38,9,47,Tilkaif,Tilkaif
Tilkaif,189,49,44,4,0,0,36,8,44,Tilkaif,Tilkaif
Tilkaif,190,48,43,5,0,0,29,11,40,Tilkaif,Tilkaif
Tilkaif,191,39,36,4,0,1,19,12,31,Tilkaif,Tilkaif
Tilkaif,192,34,31,3,0,0,18,9,27,Tilkaif,Tilkaif
Tilkaif,193,53,49,4,0,1,27,17,44,Tilkaif,Tilkaif
Tilkaif,194,83,76,8,1,0,50,16,66,Tilkaif,Tilkaif
Tilkaif,195,47,40,4,0,0,21,15,36,Tilkaif,Tilkaif
Tilkaif,196,27,24,1,0,0,13,9,22,Tilkaif,Tilkaif
Tooz,176,6,6,1,1,0,3,1,4,Tooz,Tooz
Tooz,177,13,13,3,0,0,10,0,10,Tooz,Tooz
Tooz,178,13,13,7,0,0,6,0,6,Tooz,Tooz
Tooz,179,24,24,8,2,0,11,0,11,Tooz,Tooz
Tooz,180,26,26,5,0,0,21,0,21,Tooz,Tooz
Tooz,181,19,19,3,0,0,16,0,16,Tooz,Tooz
Tooz,182,43,43,3,0,1,35,0,35,Tooz,Tooz
Tooz,183,22,22,2,0,0,19,0,19,Tooz,Tooz
Tooz,184,42,42,6,0,0,35,0,35,Tooz,Tooz
Tooz,185,22,19,2,0,0,15,0,15,Tooz,Tooz
Tooz,186,28,22,2,0,0,21,3,24,Tooz,Tooz
Tooz,187,37,30,3,0,0,14,14,28,Tooz,Tooz
Tooz,188,55,42,4,0,1,22,16,38,Tooz,Tooz
Tooz,189,68,48,9,0,0,24,17,41,Tooz,Tooz
Tooz,190,69,42,13,1,0,26,9,35,Tooz,Tooz
Tooz,191,82,69,14,5,0,29,19,48,Tooz,Tooz
Tooz,192,39,33,8,0,0,9,15,24,Tooz,Tooz
Tooz,193,42,36,4,0,0,16,16,32,Tooz,Tooz
Tooz,194,67,57,4,0,0,38,15,53,Tooz,Tooz
Tooz,195,53,48,6,0,0,18,25,43,Tooz,Tooz
Tooz,196,27,21,4,1,0,8,6,14,Tooz,Tooz
Zakho,176,0,0,0,0,0,0,0,0,Zakho,Zakho
Zakho,177,0,0,0,0,0,0,0,0,Zakho,Zakho
Zakho,178,0,0,0,0,0,0,0,0,Zakho,Zakho
