governorate,month,SIGACT,SIG_1,df,idf,suicide,ied_attack,ied_clear,ied_total,governorate_1,governorate_2
Wassit,542,1,1,1,0,0,0,0,0,Wassit,Wassit
Wassit,543,1,1,0,0,0,1,0,1,Wassit,Wassit
Wassit,544,4,4,1,0,0,3,0,3,Wassit,Wassit
Wassit,545,9,9,4,1,0,4,0,4,Wassit,Wassit
Wassit,546,3,3,1,0,0,2,0,2,Wassit,Wassit
Wassit,547,6,6,1,0,0,5,0,5,Wassit,Wassit
Wassit,548,5,5,1,0,0,4,0,4,Wassit,Wassit
Wassit,549,5,5,2,0,0,3,0,3,Wassit,Wassit
Wassit,550,1,1,0,0,0,1,0,1,Wassit,Wassit
Wassit,551,2,2,0,0,0,2,0,2,Wassit,Wassit
Wassit,552,4,4,2,0,0,2,0,2,Wassit,Wassit
Wassit,553,2,2,0,0,0,2,0,2,Wassit,Wassit
Wassit,554,2,2,1,0,0,1,0,1,Wassit,Wassit
Wassit,555,1,1,0,0,0,0,0,0,Wassit,Wassit
Wassit,556,2,1,0,0,0,1,0,1,Wassit,Wassit
Wassit,557,25,10,6,0,0,9,0,9,Wassit,Wassit
Wassit,558,31,9,0,0,0,11,0,11,Wassit,Wassit
Wassit,559,43,20,6,0,0,12,1,13,Wassit,Wassit
Wassit,560,49,23,11,1,0,7,3,10,Wassit,Wassit
Wassit,561,58,24,7,0,0,17,6,23,Wassit,Wassit
Wassit,562,38,17,5,2,0,3,3,6,Wassit,Wassit
Wassit,563,72,36,19,1,0,19,3,22,Wassit,Wassit
Wassit,564,44,24,5,0,0,4,10,14,Wassit,Wassit
Wassit,565,24,9,5,0,0,8,1,9,Wassit,Wassit
Wassit,566,43,24,9,2,0,9,4,13,Wassit,Wassit
Wassit,567,84,40,11,2,1,26,5,31,Wassit,Wassit
Wassit,568,38,24,9,2,0,6,0,6,Wassit,Wassit
Wassit,569,50,38,26,1,0,5,1,6,Wassit,Wassit
Wassit,570,65,45,28,8,0,12,0,12,Wassit,Wassit
Wassit,571,24,20,7,3,0,8,0,8,Wassit,Wassit
Wassit,572,12,11,9,0,0,3,0,3,Wassit,Wassit
Wassit,573,8,7,5,1,0,1,0,1,Wassit,Wassit
Wassit,574,19,16,6,1,0,5,0,5,Wassit,Wassit
Wassit,575,30,24,10,3,0,3,2,5,Wassit,Wassit
Wassit,576,1,1,1,0,0,0,0,0,Wassit,Wassit
Wassit,577,3,3,2,0,0,1,0,1,Wassit,Wassit
Wassit,578,41,40,26,4,0,2,3,5,Wassit,Wassit
Wassit,579,19,17,5,0,0,9,3,12,Wassit,Wassit
Wassit,580,4,3,0,0,0,3,0,3,Wassit,Wassit
Wassit,581,16,15,4,1,0,8,1,9,Wassit,Wassit
Wassit,582,6,2,1,0,0,0,1,1,Wassit,Wassit
Wassit,583,8,7,2,0,0,3,2,5,Wassit,Wassit
Wassit,584,9,7,1,0,0,2,3,5,Wassit,Wassit
Wassit,585,1,1,0,0,0,1,0,1,Wassit,Wassit
Wassit,586,7,7,4,0,0,3,0,3,Wassit,Wassit
Wassit,587,6,6,3,0,0,1,1,2,Wassit,Wassit
Wassit,588,6,6,3,0,0,2,1,3,Wassit,Wassit
Wassit,589,2,2,0,0,0,1,0,1,Wassit,Wassit
